1.000000000000000056e-01,1.000000000000000056e-01,1.199999999999999956e+00,1.199999999999999956e+00
1.497068389518333431e-01,9.905803015047504045e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.993508506397402569e-01,9.799258462137050429e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.489346084525282110e-01,9.680872094522836868e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.984606857790048084e-01,9.551149665459071625e-02,1.199999999999999956e+00,1.199999999999999956e+00
3.479316560079774856e-01,9.410596928199954636e-02,1.199999999999999956e+00,1.199999999999999956e+00
3.973500925282540397e-01,9.259719635999688614e-02,1.199999999999999956e+00,1.199999999999999956e+00
4.467185687286417406e-01,9.099023542112473495e-02,1.199999999999999956e+00,1.199999999999999956e+00
4.960396579979481912e-01,8.929014399792511991e-02,1.199999999999999956e+00,1.199999999999999956e+00
5.453159337249811056e-01,8.750197962294009590e-02,1.199999999999999956e+00,1.199999999999999956e+00
5.945499692985478646e-01,8.563079982871167617e-02,1.199999999999999956e+00,1.199999999999999956e+00
6.437443381074561266e-01,8.368166214778184619e-02,1.199999999999999956e+00,1.199999999999999956e+00
6.929016135405134946e-01,8.165962411269267474e-02,1.199999999999999956e+00,1.199999999999999956e+00
7.420243689865272385e-01,7.956974325598614728e-02,1.199999999999999956e+00,1.199999999999999956e+00
7.911151778343049612e-01,7.741707711020430482e-02,1.199999999999999956e+00,1.199999999999999956e+00
8.401766134726544877e-01,7.520668320788917449e-02,1.199999999999999956e+00,1.199999999999999956e+00
8.892112492903831988e-01,7.294361908158278340e-02,1.199999999999999956e+00,1.199999999999999956e+00
9.382216586762986976e-01,7.063294226382710317e-02,1.199999999999999956e+00,1.199999999999999956e+00
9.872104150192082539e-01,6.827971028716421642e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.036180091707920026e+00,6.588898068413613640e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.085133262131240839e+00,6.346581098728486248e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.134072499677978740e+00,6.101525872915242871e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.183000377736940889e+00,5.854238144228085527e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.231919469696935332e+00,5.605223665921216930e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.280832348946769228e+00,5.354988191248837015e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.329741588875249958e+00,5.104037473465152658e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.378649762871185791e+00,4.852877265824362407e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.427559444323383442e+00,4.602013321580668975e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.476473206620651180e+00,4.351951393988275768e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.525393623151796163e+00,4.103197236301384110e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.574323267305625773e+00,3.856256601774197407e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.623264712470947613e+00,3.611635243660915595e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.672220532036569729e+00,3.369838915215743469e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.721193299391299503e+00,3.131373369692880965e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.770185587923944093e+00,2.896744360346531835e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.819199971023310880e+00,2.666457640430899140e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.868239022078208356e+00,2.441018963200182815e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.917305314477443234e+00,2.220934081908586266e-02,1.199999999999999956e+00,1.199999999999999956e+00
1.966401421609823563e+00,2.006708749810311512e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.015529916864156501e+00,1.798848720159561265e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.064693373629249429e+00,1.597859746210538237e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.113894365293911282e+00,1.404247581217442017e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.163135465246947220e+00,1.218517978434478441e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.212419246877166401e+00,1.041176691115847791e-02,1.199999999999999956e+00,1.199999999999999956e+00
2.261748283573376206e+00,8.727294725157513922e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.311125148724384015e+00,7.136820758883937778e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.360552415718998098e+00,5.645402544879748845e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.410032657946024948e+00,4.258097615686991591e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.459568448794272388e+00,2.979963503847667117e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.509162361652548245e+00,1.816057741903827696e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.558816969909659456e+00,7.714378623974674914e-04,1.199999999999999956e+00,1.199999999999999956e+00
2.608534840290164691e+00,-1.488487433601402160e-04,1.199999999999999956e+00,1.199999999999999956e+00
2.658316444332344819e+00,-9.429430050525146280e-04,1.199999999999999956e+00,1.199999999999999956e+00
2.708157188683107286e+00,-1.616693281380866950e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.758051729804475993e+00,-2.177089514610455485e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.807994724158473510e+00,-2.631121647006555691e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.857980828207123292e+00,-2.985779620834441185e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.908004698412449240e+00,-3.248053378359374091e-03,1.199999999999999956e+00,1.199999999999999956e+00
2.958060991236474813e+00,-3.424932861846631277e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.008144363141221689e+00,-3.523408013561477037e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.058249470588714214e+00,-3.550468775769184335e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.108370970040976289e+00,-3.513105090735022234e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.158503517960030482e+00,-3.418306900724261532e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.208641770807900695e+00,-3.273064148002169122e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.258780385046608608e+00,-3.084366774834017971e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.308914017138178565e+00,-2.859204723485078009e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.359037323544634468e+00,-2.604567936220613528e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.409144960727998441e+00,-2.327446355305902263e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.459231585150294386e+00,-2.034829923006211544e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.509291853273545758e+00,-1.733708581586807830e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.559320421559775571e+00,-1.431072273312966256e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.609311946471007726e+00,-1.133910940449948945e-03,1.199999999999999956e+00,1.199999999999999956e+00
3.659261084469263459e+00,-8.492145252630371038e-04,1.199999999999999956e+00,1.199999999999999956e+00
3.709162492016569335e+00,-5.839729700174867838e-04,1.199999999999999956e+00,1.199999999999999956e+00
3.759010825574945258e+00,-3.451762169785887319e-04,1.199999999999999956e+00,1.199999999999999956e+00
3.808800741606416462e+00,-1.398142084115920614e-04,1.199999999999999956e+00,1.199999999999999956e+00
3.858526897835294456e+00,2.516168952745756024e-05,1.199999999999999956e+00,1.199999999999999956e+00
3.908184348838970035e+00,1.549281276888546117e-04,1.199999999999999956e+00,1.199999999999999956e+00
3.957769108545219350e+00,2.839799561735579874e-04,1.199999999999999956e+00,1.199999999999999956e+00
4.007277332975711204e+00,4.511544814731358803e-04,1.199999999999999956e+00,1.199999999999999956e+00
