-1.000000000000000056e-01,-1.900000000000000022e-01,7.500000000000000000e-01,7.500000000000000000e-01,0.000000000000000000e+00
1.499999999999999944e-01,-2.399999999999999911e-01,8.000000000000000444e-01,8.000000000000000444e-01,2.549509756796392579e-01
4.000000000000000222e-01,-2.399999999999999911e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.049509756796393134e-01
6.500000000000000222e-01,-2.899999999999999800e-01,8.499999999999999778e-01,8.499999999999999778e-01,7.599019513592786268e-01
9.000000000000000222e-01,-2.899999999999999800e-01,8.499999999999999778e-01,8.499999999999999778e-01,1.009901951359278627e+00
1.149999999999999911e+00,-2.899999999999999800e-01,8.381999999999999451e-01,8.381999999999999451e-01,1.259901951359278627e+00
1.399999999999999911e+00,-2.899999999999999800e-01,8.000000000000000444e-01,8.000000000000000444e-01,1.509901951359278627e+00
1.649999999999999911e+00,-3.400000000000000244e-01,8.499999999999999778e-01,8.499999999999999778e-01,1.764852927038917940e+00
1.899999999999999911e+00,-3.400000000000000244e-01,8.499999999999999778e-01,8.499999999999999778e-01,2.014852927038917940e+00
2.149999999999999911e+00,-3.400000000000000244e-01,8.515000000000000346e-01,8.515000000000000346e-01,2.264852927038917940e+00
2.399999999999999911e+00,-2.899999999999999800e-01,8.499999999999999778e-01,8.499999999999999778e-01,2.519803902718557254e+00
2.649999999999999911e+00,-2.399999999999999911e-01,8.381999999999999451e-01,8.381999999999999451e-01,2.774754878398196567e+00
2.899999999999999911e+00,-1.400000000000000133e-01,8.276000000000000023e-01,8.276000000000000023e-01,3.044013118754921976e+00
3.149999999999999911e+00,-4.000000000000000083e-02,8.499999999999999778e-01,8.499999999999999778e-01,3.313271359111647385e+00
3.399999999999999911e+00,2.099999999999999922e-01,7.381999999999999673e-01,7.381999999999999673e-01,3.666824749704921338e+00
3.500000000000000000e+00,4.600000000000000200e-01,7.381999999999999673e-01,7.381999999999999673e-01,3.936082990061646747e+00
3.549999999999999822e+00,7.099999999999999645e-01,6.707999999999999519e-01,6.707999999999999519e-01,4.191033965741286060e+00
3.600000000000000089e+00,9.599999999999999645e-01,6.519000000000000350e-01,6.519000000000000350e-01,4.445984941420925374e+00
3.649999999999999911e+00,1.209999999999999964e+00,6.671000000000000263e-01,6.671000000000000263e-01,4.700935917100564687e+00
3.700000000000000178e+00,1.459999999999999964e+00,6.671000000000000263e-01,6.671000000000000263e-01,4.955886892780204001e+00
3.750000000000000000e+00,1.709999999999999964e+00,6.671000000000000263e-01,6.671000000000000263e-01,5.210837868459843314e+00
3.799999999999999822e+00,1.959999999999999964e+00,6.519000000000000350e-01,6.519000000000000350e-01,5.465788844139482627e+00
3.850000000000000089e+00,2.209999999999999964e+00,6.500000000000000222e-01,6.500000000000000222e-01,5.720739819819121941e+00
3.850000000000000089e+00,2.459999999999999964e+00,6.324999999999999512e-01,6.324999999999999512e-01,5.970739819819121941e+00
3.850000000000000089e+00,2.709999999999999964e+00,5.999999999999999778e-01,5.999999999999999778e-01,6.220739819819121941e+00
3.850000000000000089e+00,2.959999999999999964e+00,5.999999999999999778e-01,5.999999999999999778e-01,6.470739819819121941e+00
3.899999999999999911e+00,3.209999999999999964e+00,6.964000000000000190e-01,6.964000000000000190e-01,6.725690795498761254e+00
3.899999999999999911e+00,3.459999999999999964e+00,7.070999999999999508e-01,7.070999999999999508e-01,6.975690795498761254e+00
3.899999999999999911e+00,3.709999999999999964e+00,7.500000000000000000e-01,7.500000000000000000e-01,7.225690795498761254e+00
3.850000000000000089e+00,3.959999999999999964e+00,8.138999999999999568e-01,8.138999999999999568e-01,7.480641771178400568e+00
3.850000000000000089e+00,4.209999999999999964e+00,8.000000000000000444e-01,8.000000000000000444e-01,7.730641771178400568e+00
3.700000000000000178e+00,4.459999999999999964e+00,9.123999999999999888e-01,9.123999999999999888e-01,8.022189365920665338e+00
3.500000000000000000e+00,4.709999999999999964e+00,1.070000000000000062e+00,1.070000000000000062e+00,8.342345577792308120e+00
