1.0000,0.0000,-0.0731,-0.0005,3.0413,0.0062
1.0000,0.0000,-0.0554,-0.0025,3.0899,-0.0238
1.0000,-0.0000,-0.0431,-0.0047,3.1386,-0.0051
1.0000,0.0000,0.0670,-0.0019,3.1386,-0.0037
1.0000,-0.0000,0.0547,-0.0011,3.1874,-0.0225
1.0000,-0.0000,0.1179,-0.0001,3.2362,-0.0075
1.0000,0.0000,0.0734,0.0051,3.2363,0.0015
1.0000,-0.0000,-0.0195,0.0055,3.2852,0.0204
1.0000,-0.0000,-0.1151,0.0029,3.3342,0.0097
1.0000,0.0000,-0.0731,-0.0035,3.3834,0.0005
1.0000,0.0000,0.0195,-0.0049,3.3834,-0.0188
1.0000,0.0000,0.1151,-0.0049,3.4327,-0.0112
1.0000,0.0000,0.1480,-0.0010,3.4821,0.0019
1.0000,0.0000,0.1387,0.0034,3.4822,0.0177
1.0000,0.0000,-0.1002,0.0026,3.5317,0.0124
1.0000,0.0000,-0.1473,-0.0045,3.5815,0.0026
1.0000,-0.0000,-0.1386,-0.0089,3.5816,-0.0173
1.0000,-0.0000,0.1003,-0.0117,3.6315,-0.0128
1.0000,-0.0000,0.1473,-0.0086,3.6816,-0.0030
1.0000,0.0000,0.1386,-0.0042,3.6817,-0.0176
1.0000,-0.0000,0.1228,-0.0039,3.7319,-0.0125
1.0000,0.0000,0.1485,-0.0011,3.7822,-0.0021
1.0000,-0.0000,0.1388,0.0033,3.7824,0.0183
1.0000,0.0000,0.0480,0.0025,3.8327,0.0117
1.0000,0.0000,-0.1415,-0.0039,3.8831,0.0012
1.0000,0.0000,-0.1380,-0.0082,3.8834,-0.0194
1.0000,0.0000,0.1004,-0.0131,3.9337,-0.0107
1.0000,0.0000,0.1473,-0.0122,3.9840,-0.0019
1.0000,-0.0000,0.1386,-0.0078,3.9845,-0.0206
1.0000,-0.0000,0.1228,-0.0100,4.0345,-0.0097
1.0000,-0.0000,0.1485,-0.0046,4.0355,-0.0020
1.0000,0.0000,0.1388,-0.0054,4.0855,-0.0214
1.0000,-0.0000,0.1228,-0.0081,4.1325,-0.0088
1.0000,-0.0000,0.1485,-0.0035,4.1399,-0.0023
1.0000,-0.0000,0.1388,-0.0051,4.1888,-0.0218
1.0000,-0.0000,0.1228,-0.0084,4.2341,-0.0083
1.0000,0.0000,0.1486,-0.0035,4.2382,-0.0023
1.0000,0.0000,0.1388,-0.0058,4.2858,-0.0215
1.0000,0.0000,0.1228,-0.0107,4.3351,-0.0086
1.0000,0.0000,0.1486,-0.0053,4.3357,-0.0020
1.0000,-0.0000,0.1388,-0.0088,4.3848,-0.0204
1.0000,-0.0000,0.1228,-0.0147,4.4338,-0.0099
1.0000,0.0000,0.2319,-0.0151,4.4827,-0.0023
1.0000,0.0000,0.1436,-0.0100,4.4827,-0.0182
1.0000,-0.0000,0.1234,-0.0168,4.5312,-0.0122
1.0000,-0.0000,0.1486,-0.0212,4.5794,-0.0048
1.0000,-0.0000,0.1388,-0.0168,4.5795,-0.0150
1.0000,-0.0000,0.1493,-0.0230,4.6274,-0.0160
1.0000,0.0000,0.1494,-0.0276,4.6751,-0.0092
1.0000,-0.0000,0.2403,-0.0213,4.6751,-0.0116
1.0000,0.0000,0.2344,-0.0244,4.7226,-0.0208
1.0000,0.0000,0.1516,-0.0280,4.7699,-0.0141
1.0000,0.0000,0.2406,-0.0216,4.7699,-0.0087
1.0000,-0.0000,0.2345,-0.0244,4.8171,-0.0233
1.0000,0.0000,0.1517,-0.0277,4.8641,-0.0198
1.0000,0.0000,0.2406,-0.0310,4.9111,-0.0090
1.0000,0.0000,0.2345,-0.0238,4.9111,-0.0187
1.0000,0.0000,0.2350,-0.0237,4.9581,-0.0253
1.0000,0.0000,0.2455,-0.0260,5.0051,-0.0121
1.0000,0.0000,0.2615,-0.0170,5.0051,-0.0145
1.0000,0.0000,0.2358,-0.0163,5.0521,-0.0202
1.0000,0.0000,0.2191,-0.0198,5.0992,-0.0163
1.0000,0.0000,0.2333,-0.0128,5.0992,-0.0116
1.0000,-0.0000,0.2349,-0.0119,5.1463,-0.0161
1.0000,0.0000,0.1441,-0.0152,5.1936,-0.0210
1.0000,-0.0000,0.1500,-0.0192,5.2411,-0.0113
1.0000,-0.0000,0.2328,-0.0104,5.2411,-0.0135
1.0000,0.0000,0.1438,-0.0132,5.2888,-0.0256
1.0000,-0.0000,0.1499,-0.0167,5.3367,-0.0130
1.0000,0.0000,0.2327,-0.0079,5.3367,-0.0125
1.0000,-0.0000,0.1438,-0.0102,5.3848,-0.0247
1.0000,0.0000,0.1499,-0.0131,5.4332,-0.0150
1.0000,0.0000,0.2327,-0.0043,5.4332,-0.0123
1.0000,0.0000,0.1438,-0.0060,5.4820,-0.0226
1.0000,0.0000,0.1499,-0.0083,5.5308,-0.0165
1.0000,-0.0000,0.2327,-0.0058,5.5798,-0.0124
1.0000,0.0000,0.1438,-0.0006,5.5798,-0.0212
1.0000,0.0000,0.1499,-0.0040,5.6288,-0.0178
1.0000,0.0000,0.1494,-0.0078,5.6777,-0.0136
1.0000,-0.0000,0.1389,-0.0033,5.6777,-0.0208
1.0000,-0.0000,0.1494,-0.0105,5.7264,-0.0206
1.0000,0.0000,0.1494,-0.0181,5.7748,-0.0171
1.0000,-0.0000,0.2403,-0.0118,5.7748,-0.0217
1.0000,0.0000,0.2344,-0.0198,5.8229,-0.0250
1.0000,0.0000,0.2350,-0.0275,5.8706,-0.0221
1.0000,-0.0000,0.2455,-0.0204,5.8706,-0.0242
1.0000,-0.0000,0.2615,-0.0307,5.9178,-0.0314
1.0000,0.0000,0.3107,-0.0418,5.9644,-0.0299
1.0000,0.0000,0.4038,-0.0317,5.9644,-0.0300
1.0000,-0.0000,0.4246,-0.0423,6.0105,-0.0387
1.0000,-0.0000,0.3437,-0.0535,6.0560,-0.0401
1.0000,-0.0000,0.5061,-0.0678,6.1010,-0.0394
1.0000,-0.0000,0.5321,-0.0522,6.1010,-0.0454
1.0000,0.0000,0.6169,-0.0580,6.1453,-0.0519
1.0000,-0.0000,0.6030,-0.0732,6.1891,-0.0514
1.0000,-0.0000,0.6925,-0.0544,6.1891,-0.0558
1.0000,-0.0000,0.6498,-0.0608,6.2324,-0.0628
1.0000,-0.0000,0.6320,-0.0791,6.2754,-0.0671
1.0000,0.0000,0.7211,-0.0583,6.2754,-0.0715
1.0000,0.0000,0.8090,-0.0664,6.3180,-0.0798
1.0000,0.0000,0.8217,-0.0848,6.3604,-0.0865
1.0000,-0.0000,0.9129,-0.0583,6.3604,-0.0914
1.0000,0.0000,1.0012,-0.0647,6.4029,-0.1005
1.0000,0.0000,0.9874,-0.0854,6.4456,-0.1078
1.0000,-0.0000,1.0769,-0.0550,6.4456,-0.1137
1.0000,-0.0000,1.1924,-0.0609,6.4886,-0.1233
1.0000,0.0000,1.1794,-0.0832,6.5322,-0.1294
1.0000,-0.0000,1.1942,-0.0473,6.5322,-0.1354
1.0000,0.0000,1.1959,-0.0596,6.5764,-0.1447
1.0000,0.0000,1.2064,-0.0876,6.6214,-0.1493
1.0000,-0.0000,1.1960,-0.0515,6.6214,-0.1553
1.0000,0.0000,1.1960,-0.0688,6.6671,-0.1631
1.0000,-0.0000,1.2065,-0.0949,6.7136,-0.1664
1.0000,-0.0000,1.1960,-0.0588,6.7136,-0.1720
1.0000,-0.0000,1.1960,-0.0688,6.7609,-0.1764
1.0000,-0.0000,1.2065,-0.0329,6.7609,-0.1790
1.0000,0.0000,1.1960,-0.0506,6.8089,-0.1828
1.0000,-0.0000,1.1960,-0.0520,6.8576,-0.1842
1.0000,0.0000,1.2065,-0.0160,6.8576,-0.1855
1.0000,0.0000,1.1960,-0.0248,6.9069,-0.1862
1.0000,0.0000,1.1960,-0.0171,6.9567,-0.1850
1.0000,0.0000,1.2065,0.0188,6.9567,-0.1847
1.0000,-0.0000,1.1960,0.0190,7.0071,-0.1817
1.0000,0.0000,1.1960,0.0670,7.0071,-0.1774
1.0000,-0.0000,1.1316,0.0710,7.0577,-0.1752
1.0000,0.0000,1.0113,0.0748,7.1087,-0.1690
1.0000,0.0000,1.0043,0.1153,7.1087,-0.1626
1.0000,0.0000,0.9130,0.1198,7.1598,-0.1579
1.0000,-0.0000,0.6692,0.1438,7.1598,-0.1510
1.0000,-0.0000,0.6216,0.1492,7.2110,-0.1442
1.0000,0.0000,0.5289,0.1494,7.2621,-0.1384
1.0000,0.0000,0.4331,0.1634,7.2621,-0.1320
1.0000,-0.0000,0.2694,0.1642,7.3131,-0.1254
1.0000,0.0000,0.2482,0.1615,7.3638,-0.1189
1.0000,-0.0000,0.2354,0.1689,7.3638,-0.1129
1.0000,0.0000,0.0769,0.1681,7.4141,-0.1066
1.0000,-0.0000,0.0559,0.1656,7.4643,-0.0996
1.0000,0.0000,0.0432,0.1672,7.4643,-0.0941
1.0000,0.0000,0.0429,0.1677,7.5141,-0.0883
1.0000,-0.0000,-0.0481,0.1685,7.5637,-0.0807
1.0000,0.0000,-0.1171,0.1667,7.5637,-0.0756
1.0000,-0.0000,-0.1482,0.1652,7.6131,-0.0711
1.0000,0.0000,-0.2136,0.1648,7.6623,-0.0639
1.0000,-0.0000,-0.2327,0.1578,7.6623,-0.0597
1.0000,0.0000,-0.2348,0.1524,7.7113,-0.0566
1.0000,-0.0000,-0.2454,0.1492,7.7601,-0.0504
1.0000,-0.0000,-0.3099,0.1416,7.7601,-0.0463
1.0000,-0.0000,-0.3404,0.1323,7.8088,-0.0446
1.0000,0.0000,-0.3309,0.1257,7.8574,-0.0404
1.0000,0.0000,-0.2402,0.1176,7.8574,-0.0360
1.0000,-0.0000,-0.2354,0.1114,7.9059,-0.0349
1.0000,0.0000,-0.2455,0.1076,7.9542,-0.0330
1.0000,0.0000,-0.2350,0.1003,7.9542,-0.0268
1.0000,-0.0000,-0.2350,0.0937,8.0025,-0.0262
1.0000,-0.0000,-0.2455,0.0895,8.0508,-0.0286
1.0000,-0.0000,-0.2350,0.0850,8.0991,-0.0198
1.0000,-0.0000,-0.1517,0.0784,8.0991,-0.0188
1.0000,0.0000,-0.2406,0.0746,8.1473,-0.0270
1.0000,-0.0000,-0.2345,0.0697,8.1955,-0.0145
1.0000,0.0000,-0.1517,0.0631,8.1955,-0.0129
1.0000,-0.0000,-0.1657,0.0591,8.2438,-0.0252
1.0000,0.0000,-0.0763,0.0569,8.2921,-0.0121
1.0000,-0.0000,-0.1190,0.0543,8.2921,-0.0077
1.0000,-0.0000,-0.1368,0.0520,8.3405,-0.0206
1.0000,-0.0000,-0.0742,0.0496,8.3889,-0.0117
1.0000,0.0000,-0.1188,0.0484,8.4374,-0.0042
1.0000,-0.0000,-0.1368,0.0443,8.4374,-0.0168
1.0000,-0.0000,-0.0742,0.0415,8.4859,-0.0136
1.0000,-0.0000,-0.0439,0.0402,8.5346,-0.0049
1.0000,-0.0000,-0.0534,0.0388,8.5346,-0.0139
1.0000,-0.0000,-0.0694,0.0361,8.5832,0.0161
1.0000,0.0000,-0.1185,0.0336,8.6320,0.0075
1.0000,0.0000,-0.2381,0.0276,8.6320,0.0114
1.0000,0.0000,-0.2341,0.0198,8.6809,0.0186
1.0000,0.0000,-0.2349,0.0092,8.7298,-0.0098
1.0000,-0.0000,-0.1706,0.0023,8.7298,-0.0098
1.0000,-0.0000,0.0230,-0.0007,8.7788,-0.0210
1.0000,-0.0000,0.1166,-0.0008,8.8279,-0.0124
1.0000,-0.0000,0.1364,0.0033,8.8279,-0.0090
1.0000,-0.0000,0.0741,0.0047,8.8772,-0.0228
1.0000,-0.0000,0.1188,0.0041,8.9265,-0.0140
1.0000,0.0000,0.1368,0.0082,8.9265,-0.0083
1.0000,-0.0000,0.0477,0.0069,8.9759,-0.0243
1.0000,0.0000,0.1180,0.0051,9.0255,-0.0154
1.0000,0.0000,0.1366,0.0092,9.0255,-0.0087
1.0000,0.0000,0.0477,0.0069,9.0752,-0.0254
1.0000,-0.0000,0.1180,0.0040,9.1251,-0.0166
1.0000,0.0000,0.1366,0.0081,9.1251,-0.0102
1.0000,0.0000,0.0742,0.0065,9.1751,-0.0261
1.0000,0.0000,0.1188,0.0028,9.2252,-0.0176
1.0000,0.0000,0.1368,0.0070,9.2252,-0.0122
1.0000,-0.0000,0.0742,0.0043,9.2755,-0.0266
1.0000,0.0000,0.1188,-0.0003,9.3258,-0.0185
1.0000,-0.0000,0.1368,0.0038,9.3258,-0.0146
1.0000,-0.0000,0.0742,0.0001,9.3762,-0.0269
1.0000,-0.0000,0.1188,-0.0054,9.4266,-0.0192
1.0000,-0.0000,0.1633,0.0003,9.4266,-0.0163
1.0000,0.0000,0.1508,-0.0031,9.4771,-0.0267
1.0000,0.0000,0.1495,-0.0040,9.5275,-0.0188
1.0000,-0.0000,0.1654,0.0021,9.5275,-0.0163
1.0000,-0.0000,0.1511,0.0013,9.5779,-0.0254
1.0000,-0.0000,0.1495,0.0030,9.6282,-0.0169
1.0000,0.0000,0.1390,0.0074,9.6282,-0.0148
1.0000,0.0000,0.0745,0.0087,9.6784,-0.0235
1.0000,-0.0000,0.1188,0.0097,9.7285,-0.0143
1.0000,-0.0000,0.1368,0.0138,9.7285,-0.0121
1.0000,0.0000,0.0477,0.0159,9.7785,-0.0217
1.0000,0.0000,0.0431,0.0188,9.8283,-0.0117
1.0000,0.0000,0.0533,0.0202,9.8283,-0.0092
1.0000,-0.0000,0.0428,0.0240,9.8779,-0.0211
1.0000,0.0000,-0.0405,0.0263,9.9273,0.0117
1.0000,0.0000,-0.0264,0.0266,9.9273,0.0090
1.0000,0.0000,-0.2157,0.0269,9.9765,0.0228
1.0000,-0.0000,-0.1507,0.0264,10.0255,0.0154
1.0000,-0.0000,-0.3137,0.0189,10.0255,0.0120
1.0000,0.0000,-0.2385,0.0180,10.0742,0.0264
1.0000,0.0000,-0.1519,0.0197,10.1227,0.0205
1.0000,0.0000,-0.2407,0.0133,10.1227,0.0166
1.0000,0.0000,-0.2345,0.0156,10.1710,0.0285
1.0000,0.0000,-0.1517,0.0197,10.2192,0.0271
1.0000,0.0000,-0.2406,0.0134,10.2192,0.0225
1.0000,-0.0000,-0.2610,0.0165,10.2672,0.0306
1.0000,-0.0000,-0.3107,0.0197,10.3152,0.0335
1.0000,-0.0000,-0.3289,0.0240,10.3630,0.0273
1.0000,-0.0000,-0.3413,0.0140,10.3630,0.0317
1.0000,0.0000,-0.3415,0.0136,10.4108,0.0366
1.0000,-0.0000,-0.3311,0.0150,10.4586,0.0296
1.0000,0.0000,-0.3416,0.0050,10.4586,0.0306
1.0000,0.0000,-0.2667,0.0019,10.5064,0.0337
1.0000,-0.0000,-0.2478,0.0032,10.5542,0.0301
1.0000,0.0000,-0.2354,-0.0042,10.5542,0.0278
1.0000,0.0000,-0.2351,-0.0066,10.6020,0.0295
1.0000,-0.0000,-0.1441,-0.0062,10.6499,0.0297
1.0000,0.0000,-0.1500,-0.0105,10.6499,0.0239
1.0000,-0.0000,-0.2328,-0.0151,10.6978,0.0237
1.0000,0.0000,-0.1438,-0.0178,10.7459,0.0284
1.0000,-0.0000,-0.1499,-0.0210,10.7941,0.0178
1.0000,0.0000,-0.0745,-0.0266,10.7941,0.0156
1.0000,0.0000,0.0193,-0.0286,10.8424,0.0269
1.0000,0.0000,0.0402,-0.0296,10.8909,0.0113
1.0000,0.0000,-0.0407,-0.0307,10.8909,0.0069
1.0000,0.0000,0.0484,-0.0339,10.9397,0.0222
1.0000,0.0000,0.0423,-0.0378,10.9887,0.0079
1.0000,-0.0000,-0.0405,-0.0389,10.9887,-0.0048
1.0000,0.0000,0.1966,-0.0440,11.0379,-0.0227
1.0000,0.0000,0.3059,-0.0456,11.0874,-0.0140
1.0000,0.0000,0.3401,-0.0326,11.0874,-0.0143
1.0000,-0.0000,0.3309,-0.0327,11.1371,-0.0268
1.0000,-0.0000,0.3150,-0.0363,11.1869,-0.0205
1.0000,-0.0000,0.3407,-0.0231,11.1869,-0.0212
1.0000,0.0000,0.3310,-0.0265,11.2370,-0.0315
1.0000,0.0000,0.3150,-0.0331,11.2871,-0.0258
1.0000,0.0000,0.3407,-0.0199,11.2871,-0.0264
1.0000,-0.0000,0.3310,-0.0242,11.3374,-0.0355
1.0000,-0.0000,0.3150,-0.0286,11.3878,-0.0293
1.0000,0.0000,0.3407,-0.0155,11.3878,-0.0294
1.0000,0.0000,0.3310,-0.0166,11.4382,-0.0378
1.0000,-0.0000,0.3415,-0.0164,11.4886,-0.0301
1.0000,-0.0000,0.3416,-0.0030,11.4886,-0.0292
1.0000,-0.0000,0.3311,-0.0012,11.5390,-0.0373
1.0000,-0.0000,0.2402,0.0000,11.5894,-0.0278
1.0000,-0.0000,0.2354,0.0097,11.5894,-0.0264
1.0000,-0.0000,0.1707,0.0111,11.6397,-0.0352
1.0000,0.0000,0.1517,0.0115,11.6900,-0.0241
1.0000,-0.0000,0.2329,0.0203,11.6900,-0.0220
1.0000,0.0000,0.1438,0.0228,11.7401,-0.0316
1.0000,-0.0000,0.1234,0.0241,11.7900,-0.0183
1.0000,-0.0000,0.0737,0.0293,11.7900,-0.0156
1.0000,-0.0000,-0.0194,0.0307,11.8398,-0.0277
1.0000,0.0000,-0.0402,0.0308,11.8894,-0.0119
1.0000,0.0000,0.0407,0.0319,11.8894,-0.0087
1.0000,0.0000,-0.0484,0.0340,11.9388,-0.0242
1.0000,-0.0000,-0.0423,0.0364,11.9881,-0.0069
1.0000,-0.0000,0.0405,0.0375,11.9881,0.0032
1.0000,0.0000,-0.1966,0.0407,12.0372,0.0225
1.0000,-0.0000,-0.3059,0.0403,12.0862,0.0095
1.0000,0.0000,-0.2652,0.0274,12.0862,0.0073
1.0000,0.0000,-0.1727,0.0282,12.1351,0.0220
1.0000,0.0000,-0.1520,0.0329,12.1840,0.0140
1.0000,-0.0000,-0.2594,0.0316,12.2327,0.0116
1.0000,0.0000,-0.2469,0.0243,12.2327,0.0219
1.0000,0.0000,-0.2352,0.0254,12.2815,0.0178
1.0000,-0.0000,-0.2350,0.0233,12.3302,0.0143
1.0000,-0.0000,-0.2455,0.0162,12.3302,0.0211
1.0000,0.0000,-0.2350,0.0156,12.3789,0.0205
1.0000,-0.0000,-0.2350,0.0118,12.4276,0.0154
1.0000,-0.0000,-0.1706,0.0049,12.4276,0.0190
1.0000,-0.0000,-0.1517,0.0053,12.4763,0.0219
1.0000,-0.0000,-0.1496,0.0035,12.5251,0.0156
1.0000,0.0000,-0.1390,-0.0009,12.5251,0.0163
1.0000,-0.0000,-0.1494,-0.0020,12.5740,0.0229
1.0000,0.0000,-0.1494,-0.0055,12.6229,0.0151
1.0000,-0.0000,-0.1389,-0.0099,12.6229,0.0124
1.0000,0.0000,-0.0480,-0.0109,12.6718,0.0233
1.0000,0.0000,-0.1180,-0.0127,12.7209,0.0143
1.0000,0.0000,-0.1367,-0.0168,12.7209,0.0080
1.0000,-0.0000,-0.0477,-0.0197,12.7702,0.0238
1.0000,0.0000,0.0402,-0.0201,12.8195,0.0143
1.0000,0.0000,-0.0485,-0.0207,12.8195,-0.0053
1.0000,0.0000,-0.0423,-0.0245,12.8690,-0.0249
1.0000,-0.0000,0.1419,-0.0249,12.9186,-0.0160
1.0000,0.0000,0.3127,-0.0175,12.9186,-0.0078
1.0000,-0.0000,0.2383,-0.0138,12.9683,-0.0254
1.0000,-0.0000,0.1518,-0.0124,13.0182,-0.0174
1.0000,-0.0000,0.1658,-0.0063,13.0182,-0.0097
1.0000,0.0000,0.1512,-0.0079,13.0681,-0.0262
1.0000,-0.0000,0.1495,-0.0090,13.1181,-0.0188
1.0000,-0.0000,0.1655,-0.0030,13.1181,-0.0119
1.0000,-0.0000,0.1511,-0.0052,13.1681,-0.0272
1.0000,-0.0000,0.1495,-0.0058,13.2183,-0.0196
1.0000,-0.0000,0.1655,0.0003,13.2183,-0.0134
1.0000,0.0000,0.1511,-0.0012,13.2685,-0.0282
1.0000,-0.0000,0.1495,-0.0010,13.3187,-0.0198
1.0000,0.0000,0.1655,0.0051,13.3187,-0.0141
1.0000,-0.0000,0.0762,0.0042,13.3690,-0.0278
1.0000,0.0000,0.1190,0.0019,13.4193,-0.0195
1.0000,0.0000,0.1368,0.0060,13.4193,-0.0147
1.0000,0.0000,0.0742,0.0056,13.4696,-0.0273
1.0000,-0.0000,0.1188,0.0041,13.5200,-0.0190
1.0000,-0.0000,0.1368,0.0082,13.5200,-0.0148
1.0000,0.0000,0.0742,0.0085,13.5703,-0.0265
1.0000,-0.0000,0.1188,0.0077,13.6206,-0.0180
1.0000,0.0000,0.1368,0.0119,13.6206,-0.0142
1.0000,-0.0000,0.0742,0.0129,13.6709,-0.0253
1.0000,0.0000,0.1188,0.0129,13.7211,-0.0164
1.0000,-0.0000,0.1368,0.0170,13.7211,-0.0130
1.0000,0.0000,0.0477,0.0172,13.7713,-0.0240
1.0000,-0.0000,0.1180,0.0176,13.8213,-0.0148
1.0000,0.0000,0.1366,0.0217,13.8213,-0.0116
1.0000,-0.0000,0.0477,0.0226,13.8712,-0.0231
1.0000,-0.0000,-0.0402,0.0205,13.9209,-0.0141
1.0000,0.0000,0.0485,0.0210,13.9209,-0.0109
1.0000,-0.0000,0.0423,0.0218,13.9704,-0.0236
1.0000,0.0000,-0.0405,0.0202,14.0196,-0.0153
1.0000,0.0000,0.0484,0.0207,14.0196,-0.0111
1.0000,-0.0000,0.0423,0.0206,14.0686,-0.0255
1.0000,-0.0000,-0.0405,0.0166,14.1173,-0.0185
