0.000000000000000000e+00,2.999999999999999889e-01,1.199999999999999956e+00,1.199999999999999956e+00,0.000000000000000000e+00
4.693715531142656633e-02,2.924630788764465694e-01,1.199999999999999956e+00,1.199999999999999956e+00,5.000000000000000278e-02
9.398924837940009214e-02,2.852270601865226074e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.000000000000000056e-01
1.411530460234232676e-01,2.782828145618203020e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.500000000000000222e-01
1.884253150629987272e-01,2.716212126339322963e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.000000000000000111e-01
2.358028223176291405e-01,2.652331250344507341e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.500000000000000000e-01
2.832823346068172876e-01,2.591094223949680919e-01,1.199999999999999956e+00,1.199999999999999956e+00,3.000000000000000444e-01
3.308606187500656159e-01,2.532409753470767910e-01,1.199999999999999956e+00,1.199999999999999956e+00,3.500000000000000333e-01
3.785344415668769891e-01,2.476186545223690860e-01,1.199999999999999956e+00,1.199999999999999956e+00,4.000000000000000222e-01
4.263005698767540208e-01,2.422333305524374258e-01,1.199999999999999956e+00,1.199999999999999956e+00,4.500000000000000111e-01
4.741557704991993805e-01,2.370758740688742039e-01,1.199999999999999956e+00,1.199999999999999956e+00,5.000000000000000000e-01
5.220968102537159039e-01,2.321371557032717303e-01,1.199999999999999956e+00,1.199999999999999956e+00,5.500000000000000444e-01
5.701204559598058719e-01,2.274080460872224818e-01,1.199999999999999956e+00,1.199999999999999956e+00,6.000000000000000888e-01
6.182234744369722312e-01,2.228794158523187408e-01,1.199999999999999956e+00,1.199999999999999956e+00,6.500000000000000222e-01
6.664026325047175403e-01,2.185421356301529561e-01,1.199999999999999956e+00,1.199999999999999956e+00,7.000000000000000666e-01
7.146546969825445794e-01,2.143870760523174102e-01,1.199999999999999956e+00,1.199999999999999956e+00,7.500000000000000000e-01
7.629764346899560179e-01,2.104051077504045242e-01,1.199999999999999956e+00,1.199999999999999956e+00,8.000000000000000444e-01
8.113646124464545251e-01,2.065871013560067193e-01,1.199999999999999956e+00,1.199999999999999956e+00,8.500000000000000888e-01
8.598159970715425482e-01,2.029239275007163612e-01,1.199999999999999956e+00,1.199999999999999956e+00,9.000000000000000222e-01
9.083273553847229786e-01,1.994064568161258155e-01,1.199999999999999956e+00,1.199999999999999956e+00,9.500000000000000666e-01
9.568954542054984858e-01,1.960255599338273647e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.000000000000000000e+00
1.005517060353371850e+00,1.927721074854134853e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.050000000000000044e+00
1.054188940647845296e+00,1.896369701024765708e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.100000000000000089e+00
1.102907861908422049e+00,1.866110184166089314e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.150000000000000133e+00
1.151670590954604334e+00,1.836851230594029882e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.200000000000000178e+00
1.200473894605895042e+00,1.808501546624511069e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.250000000000000000e+00
1.249314539681796843e+00,1.780969838573456532e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.300000000000000044e+00
1.298189293001812405e+00,1.754164812756789926e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.350000000000000089e+00
1.347094921385444177e+00,1.727995175490435187e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.400000000000000133e+00
1.396028191652195494e+00,1.702369633090315970e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.450000000000000178e+00
1.444985870621567914e+00,1.677196891872356210e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.500000000000000000e+00
1.493964725113064995e+00,1.652385658152479564e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.550000000000000044e+00
1.542961521946189407e+00,1.627844638246609965e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.600000000000000089e+00
1.591973027940443375e+00,1.603482538470670793e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.650000000000000133e+00
1.640996009915329790e+00,1.579208065140586259e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.700000000000000178e+00
1.690027234690351321e+00,1.554929924572280020e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.750000000000000000e+00
1.739063469085010416e+00,1.530556823081675177e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.800000000000000044e+00
1.788101479918810410e+00,1.505997466984696498e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.850000000000000089e+00
1.837138086885182098e+00,1.481167632920422639e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.900000000000000133e+00
1.886170558749602932e+00,1.456043147623443945e-01,1.199999999999999956e+00,1.199999999999999956e+00,1.950000000000000178e+00
1.935196390868690441e+00,1.430630137687382286e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.000000000000000000e+00
1.984213080337771551e+00,1.404934962206544624e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.050000000000000266e+00
2.033218124252171410e+00,1.378963980275238477e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.100000000000000089e+00
2.082209019707214726e+00,1.352723550987770806e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.149999999999999911e+00
2.131183263798229088e+00,1.326220033438447465e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.200000000000000178e+00
2.180138353620539426e+00,1.299459786721576526e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.250000000000000000e+00
2.229071786269471556e+00,1.272449169931463842e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.300000000000000266e+00
2.277981058840351292e+00,1.245194542162417622e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.350000000000000089e+00
2.326863668428504894e+00,1.217702262508743721e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.400000000000000355e+00
2.375717112129256403e+00,1.189978690064749517e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.450000000000000178e+00
2.424538887037932966e+00,1.162030183924742388e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.500000000000000000e+00
2.473326490249860843e+00,1.133863103183028187e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.550000000000000266e+00
2.522077418860364961e+00,1.105483806933914709e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.600000000000000089e+00
2.570789169964772025e+00,1.076898654271708361e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.650000000000000355e+00
2.619459240658405186e+00,1.048114004290716661e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.700000000000000178e+00
2.668085128036593812e+00,1.019136216085246294e-01,1.199999999999999956e+00,1.199999999999999956e+00,2.750000000000000000e+00
2.716664435242510667e+00,9.899720494211877719e-02,1.199999999999999956e+00,1.199999999999999956e+00,2.800000000000000266e+00
2.765200700910165565e+00,9.606506896255312400e-02,1.199999999999999956e+00,1.199999999999999956e+00,2.850000000000000089e+00
2.813706426009882744e+00,9.312351836596542698e-02,1.199999999999999956e+00,1.199999999999999956e+00,2.900000000000000355e+00
2.862194855340856492e+00,9.017913888304063263e-02,1.199999999999999956e+00,1.199999999999999956e+00,2.950000000000000178e+00
2.910679233702281099e+00,8.723851624446354869e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.000000000000000000e+00
2.959172805893350411e+00,8.430823618091898286e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.050000000000000266e+00
3.007688816713259161e+00,8.139488442309188165e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.100000000000000089e+00
3.056240510961201196e+00,7.850504670166701116e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.150000000000000355e+00
3.104841133436370804e+00,7.564530874732930399e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.200000000000000178e+00
3.153503928937962275e+00,7.282225629076356788e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.250000000000000000e+00
3.202242142265170344e+00,7.004247506265463830e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.300000000000000266e+00
3.251069018217187967e+00,6.731255079368740624e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.350000000000000089e+00
3.299997801593211211e+00,6.463906921454666554e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.400000000000000355e+00
3.349041737192432144e+00,6.202861605591737659e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.450000000000000178e+00
3.398214069814046834e+00,5.948777704848431241e-02,1.199999999999999956e+00,1.199999999999999956e+00,3.500000000000000000e+00
